id,Country,Date,Measure_L1,Measure_L2,Measure_L3
LIE,Liechtenstein,2020-03-19,Social distancing,Indoor gathering restriction,Closure of close contact services
LIE,Liechtenstein,2020-03-19,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
LIE,Liechtenstein,2020-03-19,Social distancing,Indoor and outdoor gathering restriction,Complete prohibition of gathering
LIE,Liechtenstein,2020-03-20,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
LIE,Liechtenstein,2020-03-20,Social distancing,Closure of educational institutions,Closure of universities
LIE,Liechtenstein,2020-03-21,Risk communication,Educate and actively communicate with the public,Encourage stay at home
LIE,Liechtenstein,2020-03-21,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
LIE,Liechtenstein,2020-03-21,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
LIE,Liechtenstein,2020-03-23,Public Healthcare,Increase patient capacity,Increase number of medical institutions
LIE,Liechtenstein,2020-03-25,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-03-26,Resource allocation,Crisis management plans,Administrative procedures facilitated
LIE,Liechtenstein,2020-03-26,Resource allocation,Measures to ensure security of supply,Traffic enactments
LIE,Liechtenstein,2020-03-30,Public Healthcare,Enhance laboratory testing capacity,Increase laboratory facilities
LIE,Liechtenstein,2020-04-01,Resource allocation,Receive international help,From Switzerland
LIE,Liechtenstein,2020-04-03,Social distancing,Indoor gathering restriction,Measures for elections
LIE,Liechtenstein,2020-04-08,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
LIE,Liechtenstein,2020-04-08,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
LIE,Liechtenstein,2020-04-08,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-04-08,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-04-09,Risk communication,Educate and actively communicate with the public,Promote social distancing measures
LIE,Liechtenstein,2020-04-14,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations
LIE,Liechtenstein,2020-04-14,Risk communication,Educate and actively communicate with the public,Direct government communication
LIE,Liechtenstein,2020-04-15,Public Healthcare,Research,Funding of a diagnostic test project
LIE,Liechtenstein,2020-04-15,Public Healthcare,Research,Funding of a diagnostic test project
LIE,Liechtenstein,2020-04-15,Contact tracing,Enhance detection system,Targeted testing
LIE,Liechtenstein,2020-04-17,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
LIE,Liechtenstein,2020-04-17,Risk communication,Actively communicate with managers,Communication targets protection of vulnerable populations
LIE,Liechtenstein,2020-04-17,Social distancing,Closure of educational institutions,Complete closure of all educational institutions
LIE,Liechtenstein,2020-04-17,Social distancing,Indoor gathering restriction,Cultural places and events
LIE,Liechtenstein,2020-04-17,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-04-17,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations
LIE,Liechtenstein,2020-04-17,Social distancing,Indoor and outdoor gathering restriction,Organized events
LIE,Liechtenstein,2020-04-18,Returning to normal life,Re-opening of educational institutions,Re-opening of kindergartens
LIE,Liechtenstein,2020-04-20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-04-22,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations
LIE,Liechtenstein,2020-04-23,Social distancing,Work safety protocols,Implement protocols for prevention of contamination at workplace
LIE,Liechtenstein,2020-04-24,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-04-24,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-04-24,Social distancing,Indoor and outdoor gathering restriction,Organized events
LIE,Liechtenstein,2020-04-27,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on familial and private gatherings
LIE,Liechtenstein,2020-04-27,Risk communication,Actively communicate with managers,Promote workplace safety measures
LIE,Liechtenstein,2020-04-27,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
LIE,Liechtenstein,2020-04-27,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Re-opening of markets
LIE,Liechtenstein,2020-04-27,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
LIE,Liechtenstein,2020-04-27,Returning to normal life,Lift restriction on indoor gatherings,Resume private services
LIE,Liechtenstein,2020-04-29,Social distancing,Measures for special populations,Measures to limit contact to hospital patients
LIE,Liechtenstein,2020-04-29,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
LIE,Liechtenstein,2020-04-30,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
LIE,Liechtenstein,2020-04-30,Social distancing,Indoor and outdoor gathering restriction,Organized events
LIE,Liechtenstein,2020-04-30,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
LIE,Liechtenstein,2020-05-04,Risk communication,Actively communicate with managers,Promote social distancing measures
LIE,Liechtenstein,2020-05-04,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
LIE,Liechtenstein,2020-05-11,Returning to normal life,Re-opening of educational institutions,Re-opening of kindergartens
LIE,Liechtenstein,2020-05-11,Returning to normal life,Re-opening of educational institutions,Re-opening of primary schools
LIE,Liechtenstein,2020-05-11,Returning to normal life,Re-opening of educational institutions,Re-opening of secondary schools
LIE,Liechtenstein,2020-05-15,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on familial and private gatherings
LIE,Liechtenstein,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of places of worship
LIE,Liechtenstein,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of cultural institutions/entertainment venues
LIE,Liechtenstein,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
LIE,Liechtenstein,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Resume indoor sport activities
LIE,Liechtenstein,2020-05-18,Returning to normal life,Re-opening of educational institutions,Re-opening of specific schools/educational programmes
LIE,Liechtenstein,2020-05-18,Returning to normal life,Re-opening of educational institutions,Re-opening of specific schools/educational programmes
LIE,Liechtenstein,2020-05-18,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
LIE,Liechtenstein,2020-05-25,Returning to normal life,Lift restriction on indoor and outdoor gatherings,In public and semi-public spaces
LIE,Liechtenstein,2020-05-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
LIE,Liechtenstein,2020-05-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
LIE,Liechtenstein,2020-05-29,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on sport events
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Organized events
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of cultural institutions/entertainment venues
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of discotheques
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on outdoor gatherings,Re-opening of outdoor sport and leisure facilities
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
LIE,Liechtenstein,2020-06-06,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Resume sport activities
LIE,Liechtenstein,2020-06-08,Returning to normal life,Re-opening of educational institutions,Re-opening of primary and secondary schools
LIE,Liechtenstein,2020-06-09,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-06-21,Risk communication,Travel alert and warning,Discourage non-essential travels
LIE,Liechtenstein,2020-06-24,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
LIE,Liechtenstein,2020-06-26,Returning to normal life,Lift restriction on indoor and outdoor gatherings,In public and semi-public spaces
LIE,Liechtenstein,2020-07-03,Contact tracing,Quarantine,Incomings from high-risk areas
LIE,Liechtenstein,2020-07-03,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Organized events
LIE,Liechtenstein,2020-07-06,Contact tracing,Tracing and tracking,Contact tracking
LIE,Liechtenstein,2020-07-06,Public Healthcare,Personal protective measures,Mandatory use of masks
LIE,Liechtenstein,2020-08-14,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Organized events
LIE,Liechtenstein,2020-08-26,Risk communication,Actively communicate with managers,Promote workplace safety measures
LIE,Liechtenstein,2020-08-31,Contact tracing,Surveillance,Implement sentinel study
LIE,Liechtenstein,2020-10-01,Contact tracing,Quarantine,Incomings from high-risk areas
LIE,Liechtenstein,2020-10-01,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Organized events
LIE,Liechtenstein,2020-10-15,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene
LIE,Liechtenstein,2020-10-16,Risk communication,Educate and actively communicate with the public,Promote social distancing measures
LIE,Liechtenstein,2020-10-19,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
LIE,Liechtenstein,2020-10-19,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on familial and private gatherings
LIE,Liechtenstein,2020-10-19,Social distancing,Special measures for certain establishments,Restaurants
LIE,Liechtenstein,2020-10-21,Public Healthcare,Personal protective measures,Mandatory use of masks
LIE,Liechtenstein,2020-10-21,Public Healthcare,Personal protective measures,Mandatory use of masks
LIE,Liechtenstein,2020-10-21,Public Healthcare,Personal protective measures,Mandatory use of masks
LIE,Liechtenstein,2020-10-23,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
LIE,Liechtenstein,2020-10-23,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-10-23,Risk communication,Educate and actively communicate with the public,Encourage stay at home
LIE,Liechtenstein,2020-10-23,Social distancing,Indoor gathering restriction,Suspend indoor social and leisure activities
LIE,Liechtenstein,2020-10-24,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
LIE,Liechtenstein,2020-11-04,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
LIE,Liechtenstein,2020-11-05,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
